participant,run,trialNum2,CDA.ISCR,CDA_nSCR,CDA_PhasicMax,CDA_Tonic,TTP.AmpSum,TTP_nSCR,EventName
6,1,1,6.637,2,4.5183,16.6216,0.6088,1,7
6,1,2,1.0248,1,0.5097,16.6212,0.0,0,7
6,1,3,0.0239,1,0.0901,16.592,0.0,0,7
6,1,4,0.9554,1,0.8296,16.4851,0.1163,1,7
6,1,5,0.8618,0,0.8239,16.2497,0.0,0,1
6,1,6,0.0957,0,0.1273,16.1018,0.0,0,1
6,1,7,0.0,0,0.1374,16.0074,0.0,0,1
6,1,8,3.2527,1,2.9843,15.905,2.031,1,1
6,1,9,1.2404,0,1.5208,15.9716,0.0,0,3
6,1,10,0.4814,2,0.1855,16.1132,0.0,0,3
6,1,11,0.0145,0,0.0593,16.0265,0.0,0,3
6,1,12,2.0325,0,3.5982,15.8729,0.9428,1,3
6,1,13,0.6495,1,0.2912,15.7461,0.0,0,6
6,1,14,0.0754,0,0.2071,15.6847,0.0,0,6
6,1,15,0.0,0,0.0,15.5743,0.0,0,6
6,1,16,1.1309,1,1.1237,15.4109,0.0,0,6
6,1,17,0.5853,1,0.39,15.4032,0.0,0,7
6,1,18,0.0,0,0.0,15.4489,0.0,0,7
6,1,19,3.3135,1,2.5425,15.4116,0.0,0,7
6,1,20,0.1845,1,0.0796,15.3354,0.0,0,7
6,1,21,0.0,0,0.041,15.2702,0.0,0,2
6,1,22,0.0,0,0.0035,15.1743,0.0,0,2
6,1,23,1.762,1,1.2219,15.0747,0.2844,1,2
6,1,24,0.3379,1,0.1416,15.0119,0.0,0,2
6,1,25,0.098,1,0.0508,14.9727,0.0,0,4
6,1,26,0.0324,0,0.0389,14.9397,0.0,0,4
6,1,27,0.7915,1,0.6096,14.8999,0.0,0,4
6,1,28,0.0127,0,0.0781,14.8904,0.0,0,4
6,1,29,0.1707,1,0.0975,14.8924,0.0,0,5
6,1,30,0.0,0,0.0093,14.8663,0.0,0,5
6,1,31,0.0,0,0.0042,14.8193,0.0,0,5
6,1,32,0.0185,0,0.1082,14.7711,0.0,0,5
6,2,1,1.3364,1,1.2587,17.4669,0.0,0,7
6,2,2,0.4867,1,0.7396,17.4403,0.0859,1,7
6,2,3,1.9389,1,1.8161,17.1942,0.0,0,7
6,2,4,0.0729,0,0.0808,16.9419,0.0,0,7
6,2,5,1.0972,1,1.0639,16.7292,0.0,0,1
6,2,6,0.0869,0,0.3888,16.5198,0.2743,1,1
6,2,7,0.9959,1,0.6958,16.3744,0.0594,1,1
6,2,8,0.3111,2,0.1336,16.2824,0.0,0,1
6,2,9,0.0,0,0.0,16.2155,0.0,0,5
6,2,10,3.2599,1,3.0459,16.1979,0.0,0,5
6,2,11,0.2998,1,0.177,16.1929,0.0,0,5
6,2,12,0.2325,3,0.0941,15.9752,0.0,0,5
6,2,13,0.0,0,0.0468,15.7736,0.0,0,4
6,2,14,0.8553,1,0.5413,15.7065,0.0,0,4
6,2,15,0.0693,0,0.2102,15.7332,0.0,0,4
6,2,16,0.0579,0,0.8819,15.755,0.0,0,4
6,2,17,0.0,0,0.1693,15.7986,0.0,0,7
6,2,18,6.311,2,4.3408,16.1274,0.0,0,7
6,2,19,0.0,0,0.0,17.2602,0.0,0,7
6,2,20,2.8692,1,2.5648,17.5898,0.0,0,7
6,2,21,0.0,0,0.1188,17.3047,0.0,0,2
6,2,22,0.0,0,0.0,16.8845,0.0,0,2
6,2,23,0.3628,1,0.131,16.4207,0.0,0,2
6,2,24,0.0,0,0.0484,16.0817,0.0,0,2
6,2,25,0.5709,1,0.7529,16.2039,0.1462,1,6
6,2,26,0.9157,1,0.6935,16.3822,0.0,0,6
6,2,27,0.0045,0,0.051,16.4627,0.0,0,6
6,2,28,0.743,0,0.2825,16.0898,0.0,0,6
6,2,29,0.573,0,0.2204,15.7009,0.0,0,3
6,2,30,0.2278,0,0.1063,15.5838,0.0,0,3
6,2,31,0.0,0,0.0209,15.4817,0.0,0,3
6,2,32,1.0712,1,1.2469,15.439,0.0,0,3
6,3,1,4.0517,1,4.6874,16.7518,1.46,1,7
6,3,2,0.8915,1,0.751,16.7865,0.0,0,7
6,3,3,2.2639,1,2.3155,16.8526,0.0,0,7
6,3,4,0.7873,0,1.1099,16.8355,0.0898,1,7
6,3,5,0.6757,1,0.4299,16.7537,0.0,0,2
6,3,6,0.0162,1,0.0503,16.5959,0.0,0,2
6,3,7,0.3705,1,0.3132,16.3799,0.0184,1,2
6,3,8,0.0653,0,0.0325,16.1392,0.0,0,2
6,3,9,0.4832,2,0.3178,15.9169,0.0337,1,4
6,3,10,1.0149,1,0.7644,15.7732,0.0,0,4
6,3,11,0.3052,0,0.612,15.6876,0.0,0,4
6,3,12,0.1349,0,0.0826,15.628,0.0,0,4
6,3,13,0.6141,3,0.2183,15.3996,0.0,0,5
6,3,14,0.2967,1,0.1336,15.1676,0.0,0,5
6,3,15,0.0585,0,0.0372,15.0902,0.0,0,5
6,3,16,0.771,1,0.3554,14.9071,0.0,0,5
6,3,17,2.887,0,3.7168,14.4965,1.2606,1,7
6,3,18,4.8894,1,3.9379,14.5795,0.0,0,7
6,3,19,0.338,1,0.1604,15.179,0.0,0,7
6,3,20,0.7525,1,0.4251,15.2223,0.0,0,7
6,3,21,0.0,0,0.0024,15.1119,0.0,0,1
6,3,22,5.6332,0,3.676,15.158,0.0,0,1
6,3,23,0.0288,0,0.0653,15.4057,0.0,0,1
6,3,24,0.0,0,0.3461,15.6388,0.0,0,1
6,3,25,2.6031,1,1.869,15.6481,0.4086,1,3
6,3,26,0.0426,0,0.0376,15.6017,0.0,0,3
6,3,27,0.0,0,0.0057,15.5253,0.0,0,3
6,3,28,0.0292,0,0.0351,15.3989,0.0,0,3
6,3,29,0.0145,0,0.0251,15.2423,0.0,0,6
6,3,30,1.1201,1,0.9185,15.117,0.2434,1,6
6,3,31,1.8479,1,1.2553,15.0676,0.0,0,6
6,3,32,0.0,0,0.0438,15.0626,0.0,0,6
6,4,1,4.0839,1,4.6986,16.6024,0.0,0,7
6,4,2,0.5229,1,0.2069,16.5702,0.0,0,7
6,4,3,0.0,0,0.0155,16.4076,0.0,0,7
6,4,4,0.0,0,0.0,16.1851,0.0,0,7
6,4,5,0.1328,0,0.3187,15.9444,0.0,0,4
6,4,6,0.2112,0,0.2717,15.7311,0.0,0,4
6,4,7,0.018,0,0.015,15.5282,0.0,0,4
6,4,8,0.2425,2,0.0957,15.3153,0.0,0,4
6,4,9,0.2082,1,0.0903,15.0862,0.0,0,1
6,4,10,0.3601,0,1.5646,14.9727,3.5554,1,1
6,4,11,6.8096,1,4.8731,15.0049,0.0,0,1
6,4,12,1.2661,1,1.7451,15.5255,0.0,0,1
6,4,13,0.3829,1,0.2558,15.7367,0.0,0,3
6,4,14,0.0,0,0.0,15.5948,0.0,0,3
6,4,15,0.0438,0,0.0441,15.3469,0.0,0,3
6,4,16,1.3472,0,0.5325,14.9026,0.0,0,3
6,4,17,8.9367,2,4.0077,14.3359,0.0,0,7
6,4,18,3.1164,1,1.9829,14.37,0.0,0,7
6,4,19,0.3185,2,0.1182,14.6587,0.0,0,7
6,4,20,0.0233,0,0.0552,14.8159,0.0,0,7
6,4,21,0.0,0,0.0,14.7625,0.0,0,5
6,4,22,0.2458,0,0.4011,14.6321,0.0,0,5
6,4,23,0.0,0,0.0089,14.5157,0.0,0,5
6,4,24,1.7884,1,1.2024,14.4558,0.271,1,5
6,4,25,1.1281,1,0.8263,14.5859,0.0,0,2
6,4,26,1.9651,0,3.1841,14.7662,0.7755,1,2
6,4,27,1.0883,0,2.4099,14.8606,0.0,0,2
6,4,28,1.3044,1,1.2374,14.9799,0.0,0,2
6,4,29,0.2192,1,0.229,15.0681,0.0,0,6
6,4,30,0.0,0,0.1433,15.0695,0.0,0,6
6,4,31,1.3956,1,1.0606,15.0008,0.1748,1,6
6,4,32,3.3828,1,2.3064,14.9259,0.4915,1,6
6,5,1,0.1087,1,1.3303,15.3903,0.0,0,7
6,5,2,2.2788,2,2.6331,15.5979,0.0,0,7
6,5,3,5.8719,1,5.2035,15.7512,0.6099,1,7
6,5,4,0.2175,0,0.1438,15.7418,0.0,0,7
6,5,5,0.0264,0,1.1399,15.6683,0.6235,1,6
6,5,6,0.1779,0,0.1436,15.5793,0.0,0,6
6,5,7,0.3566,1,0.1821,15.4155,0.0,0,6
6,5,8,0.0,0,0.3744,15.2948,0.5302,1,6
6,5,9,1.6682,0,2.0289,15.2603,0.2447,1,1
6,5,10,0.6774,1,0.5432,15.2895,0.0,0,1
6,5,11,0.0,0,0.078,15.3137,0.0,0,1
6,5,12,0.0532,1,0.1701,15.2262,0.0,0,1
6,5,13,0.5277,0,2.3028,15.137,0.0,0,5
6,5,14,0.7144,0,1.8814,15.0829,0.7323,1,5
6,5,15,0.4878,1,0.2412,15.0575,0.0,0,5
6,5,16,1.8038,1,0.6838,14.7975,0.0,0,5
6,5,17,2.2925,0,1.0229,13.7731,0.0,0,7
6,5,18,2.2332,0,0.9735,13.3874,0.0,0,7
6,5,19,0.3676,0,1.0648,13.8168,0.5481,1,7
6,5,20,0.0,0,0.0208,14.1743,0.0,0,7
6,5,21,0.11,0,0.1666,14.2909,0.0,0,3
6,5,22,0.0,1,0.6487,14.3046,0.0,0,3
6,5,23,2.3859,0,4.7554,14.3409,1.4541,1,3
6,5,24,0.4727,1,0.2487,14.4668,0.0,0,3
6,5,25,0.3643,1,0.3625,14.5783,0.0,0,2
6,5,26,0.1101,0,0.0623,14.5851,0.0,0,2
6,5,27,0.0,1,0.0874,14.4739,0.0,0,2
6,5,28,4.841,1,2.9688,14.4756,0.0,0,2
6,5,29,0.629,0,0.8178,14.5488,0.0,0,4
6,5,30,0.0419,0,0.034,14.6284,0.0,0,4
6,5,31,0.1136,1,0.048,14.5564,0.0,0,4
6,5,32,0.003,0,0.0149,14.4018,0.0,0,4
7,1,1,0.2575,0,2.0276,14.0654,0.0,0,7
7,1,2,0.0,0,0.0,14.0778,0.0,0,7
7,1,3,0.0861,1,0.5499,14.104,0.0,0,7
7,1,4,3.5277,1,5.1391,14.1308,1.4852,1,7
7,1,5,0.2741,1,0.1061,14.1348,0.0,0,1
7,1,6,1.3226,0,2.265,14.1144,1.6442,1,1
7,1,7,0.3131,1,0.2635,14.0257,0.0,0,1
7,1,8,0.3413,1,0.1997,13.9027,0.0,0,1
7,1,9,0.028,0,0.3231,13.7632,0.2955,1,3
7,1,10,0.0953,0,0.046,13.6171,0.0,0,3
7,1,11,0.2346,1,0.1711,13.4179,0.0,0,3
7,1,12,0.0,0,0.0,13.3029,0.0,0,3
7,1,13,0.4311,1,0.2249,13.2902,0.0,0,6
7,1,14,5.071,1,4.4893,13.3991,0.0,0,6
7,1,15,0.4796,1,0.1849,13.5184,0.0,0,6
7,1,16,0.0,0,0.0098,13.4698,0.0,0,6
7,1,17,4.4224,1,4.2184,13.4981,0.0,0,7
7,1,18,4.6236,1,3.9127,13.8664,0.7927,1,7
7,1,19,0.4294,1,0.2372,13.9889,0.0,0,7
7,1,20,0.033,0,0.2647,13.9313,0.3528,1,7
7,1,21,0.1556,0,0.2054,13.8656,0.0,0,2
7,1,22,0.0774,0,0.0747,13.7765,0.0,0,2
7,1,23,0.0136,0,0.0205,13.6782,0.0,0,2
7,1,24,0.3272,1,0.3227,13.6249,0.5965,1,2
7,1,25,0.4619,2,0.1963,13.6381,0.0,0,4
7,1,26,1.1086,1,0.9158,13.7474,0.051,1,4
7,1,27,3.4762,1,2.9236,13.8584,0.0,0,4
7,1,28,1.8251,1,1.4299,13.8951,0.2677,1,4
7,1,29,0.1402,0,0.2641,13.8385,0.0,0,5
7,1,30,0.2858,1,0.1862,13.674,0.0,0,5
7,1,31,2.6938,0,4.5544,13.5825,1.5142,1,5
7,1,32,1.0495,2,0.4162,13.683,0.0,0,5
7,2,1,0.1301,1,0.2385,14.1846,0.0,0,7
7,2,2,0.0,0,0.0216,14.1896,0.0,0,7
7,2,3,2.4106,1,2.549,14.2081,0.0,0,7
7,2,4,1.8505,1,1.5972,14.2402,0.4483,1,7
7,2,5,0.4974,1,0.2993,14.2149,0.0,0,5
7,2,6,0.0914,1,0.0587,14.0886,0.0,0,5
7,2,7,0.8807,1,0.7986,13.9755,0.1616,1,5
7,2,8,3.0141,1,2.7354,13.904,0.6403,1,5
7,2,9,0.4075,1,0.232,13.8605,0.0,0,2
7,2,10,0.0,0,0.006,13.7975,0.0,0,2
7,2,11,0.7503,0,0.5617,13.7152,0.0,0,2
7,2,12,1.6045,0,2.5046,13.6407,0.0,0,2
7,2,13,0.3247,1,0.7575,13.791,0.0,0,6
7,2,14,0.3528,2,0.1726,13.9433,0.0,0,6
7,2,15,0.063,1,0.0691,13.8997,0.0,0,6
7,2,16,0.0,0,0.1304,13.779,0.0,0,6
7,2,17,8.4251,1,6.229,14.2715,1.5011,1,7
7,2,18,0.519,2,0.1988,14.5597,0.0,0,7
7,2,19,0.1758,1,0.0871,14.4713,0.0,0,7
7,2,20,0.0,0,0.0,14.3201,0.0,0,7
7,2,21,5.2471,1,5.8952,14.3513,1.604,1,4
7,2,22,0.3669,2,0.3872,14.6599,0.0,0,4
7,2,23,1.0226,2,0.3503,14.3599,0.0,0,4
7,2,24,0.4615,0,0.2233,13.9356,0.0,0,4
7,2,25,0.1259,0,0.3617,13.7627,0.0598,1,1
7,2,26,0.0,0,0.0556,13.6148,0.0,0,1
7,2,27,4.6669,1,3.5105,13.5452,0.0,0,1
7,2,28,0.4193,1,0.1939,13.6006,0.0,0,1
7,2,29,0.8341,1,0.6283,13.6064,0.2641,2,3
7,2,30,0.1092,1,0.089,13.5418,0.0,0,3
7,2,31,0.0512,0,0.0377,13.3747,0.0,0,3
7,2,32,0.2737,1,0.5144,13.2288,0.0863,1,3
7,3,1,0.4778,0,0.8091,14.2009,0.0,0,7
7,3,2,14.3557,1,8.4524,14.2567,0.0,0,7
7,3,3,0.7544,1,0.2762,14.362,0.0,0,7
7,3,4,2.6789,1,1.637,14.3201,0.2562,1,7
7,3,5,0.0,0,0.0395,14.1709,0.0,0,2
7,3,6,0.1721,0,0.864,13.9508,0.4244,1,2
7,3,7,0.1323,1,0.1022,13.7432,0.0,0,2
7,3,8,0.1914,1,0.1264,13.5342,0.0,0,2
7,3,9,0.0202,1,0.0784,13.3375,0.0,0,4
7,3,10,1.1141,1,0.9327,13.2328,0.9162,1,4
7,3,11,0.5859,1,0.2299,13.2137,0.0,0,4
7,3,12,0.0458,1,0.0777,13.2793,0.0,0,4
7,3,13,0.0,0,0.0499,13.2794,0.0,0,5
7,3,14,1.5952,1,1.3823,13.2271,0.2102,1,5
7,3,15,0.1896,2,0.0949,13.1605,0.0,0,5
7,3,16,0.0,0,0.0135,13.1142,0.0,0,5
7,3,17,1.812,0,3.9896,13.6191,0.0,0,7
7,3,18,4.2422,2,3.4003,13.8753,0.6044,1,7
7,3,19,0.3548,1,0.212,13.9579,0.0,0,7
7,3,20,0.0,0,0.0161,13.9581,0.0,0,7
7,3,21,0.2137,0,0.7045,13.9114,0.2062,1,1
7,3,22,0.0254,0,0.1155,13.8321,0.0,0,1
7,3,23,0.4012,1,0.4048,13.7562,0.0523,1,1
7,3,24,0.0,0,0.0128,13.6756,0.0,0,1
7,3,25,0.0,0,0.0,13.6122,0.0,0,3
7,3,26,4.2349,2,4.4545,13.6434,0.0,0,3
7,3,27,5.5335,1,4.4963,13.8975,1.8206,1,3
7,3,28,0.2601,1,0.9459,14.3842,0.0,0,3
7,3,29,0.5369,1,0.3826,14.379,0.0,0,6
7,3,30,0.284,1,0.1719,14.1626,0.0,0,6
7,3,31,0.0,0,0.0025,13.9598,0.0,0,6
7,3,32,0.1601,1,0.1222,13.7238,0.0,0,6
7,4,1,7.0506,2,4.6808,15.0409,0.4892,1,7
7,4,2,0.5575,0,1.7011,14.9917,0.0,0,7
7,4,3,0.5253,1,0.2442,14.7239,0.0,0,7
7,4,4,0.0,0,0.0351,14.4372,0.0,0,7
7,4,5,0.0,0,0.0,14.1345,0.0,0,6
7,4,6,0.4054,1,0.3958,13.8033,0.0397,1,6
7,4,7,12.6118,1,8.3955,13.7226,0.0,0,6
7,4,8,3.6651,0,4.8878,13.7736,0.0,0,6
7,4,9,1.0133,0,0.4454,13.8647,0.0,0,1
7,4,10,0.1097,0,0.0656,13.8435,0.0,0,1
7,4,11,0.0,0,0.0728,13.6843,0.0,0,1
7,4,12,0.0345,0,0.0659,13.4692,0.0,0,1
7,4,13,0.0695,1,0.0786,13.28,0.0,0,5
7,4,14,2.7384,1,2.3152,13.1721,0.0,0,5
7,4,15,0.1555,1,0.1586,13.2222,0.0,0,5
7,4,16,0.2693,0,1.7168,13.3931,0.0,0,5
7,4,17,1.3116,1,0.8604,13.9068,0.0,0,7
7,4,18,2.1564,1,2.2081,14.1248,0.3854,1,7
7,4,19,0.3474,1,0.3244,14.0516,0.0,0,7
7,4,20,0.3713,1,0.3689,13.9112,0.0,0,7
7,4,21,0.8881,0,1.9772,13.7959,0.4658,1,3
7,4,22,1.1751,0,1.8259,13.724,0.0,0,3
7,4,23,1.3883,1,0.8618,13.8697,0.0,0,3
7,4,24,4.542,1,2.4802,14.3093,0.416,1,3
7,4,25,0.434,0,0.2906,14.3679,0.0,0,2
7,4,26,1.039,0,2.0314,14.2626,0.4129,1,2
7,4,27,0.4198,1,0.2053,14.1037,0.0,0,2
7,4,28,0.3187,2,0.1472,13.9051,0.0,0,2
7,4,29,0.4412,0,1.5565,13.8164,2.4335,1,4
7,4,30,4.3781,1,4.665,13.9303,0.0,0,4
7,4,31,0.2685,0,0.2475,14.1791,0.0,0,4
7,4,32,0.0,0,0.3117,14.3636,0.0,0,4
7,5,1,0.5551,1,0.2796,14.2258,0.0,0,7
7,5,2,0.0,0,0.0201,14.2169,0.0,0,7
7,5,3,0.3244,1,0.3979,14.0622,0.0,0,7
7,5,4,0.0017,0,0.1112,13.8533,0.0,0,7
7,5,5,0.1124,1,0.1824,13.69,0.0,0,4
7,5,6,0.0803,0,0.0623,13.54,0.0,0,4
7,5,7,0.0,0,0.0,13.4197,0.0,0,4
7,5,8,0.3016,1,0.3409,13.3278,0.0115,1,4
7,5,9,0.2215,1,0.2299,13.1959,0.0,0,1
7,5,10,5.0481,0,8.4523,13.1649,2.3909,1,1
7,5,11,2.9889,0,2.9673,13.457,0.122,1,1
7,5,12,1.036,1,0.515,13.7543,0.0,0,1
7,5,13,0.1192,1,0.1566,13.8923,0.0,0,3
7,5,14,1.4506,1,1.3441,13.8139,0.2084,1,3
7,5,15,0.6186,1,0.8896,13.7457,0.0,0,3
7,5,16,3.0617,1,2.5266,13.724,0.3985,1,3
7,5,17,3.043,0,4.0835,13.9059,0.0771,1,7
7,5,18,0.7226,0,1.2883,14.19,0.0,0,7
7,5,19,0.0,1,0.124,14.3314,0.0,0,7
7,5,20,11.1234,1,7.1491,14.4119,0.0,0,7
7,5,21,0.3054,0,0.1865,14.5595,0.0,0,5
7,5,22,0.7765,1,0.291,14.3623,0.0,0,5
7,5,23,0.205,1,0.2011,13.9527,0.0,0,5
7,5,24,3.749,1,3.5391,13.8259,0.7029,1,5
7,5,25,0.5201,2,0.2224,13.7576,0.0,0,2
7,5,26,0.1912,1,0.1036,13.663,0.0,0,2
7,5,27,0.0,0,0.0053,13.5597,0.0,0,2
7,5,28,0.0615,0,0.0315,13.4202,0.0,0,2
7,5,29,0.0,0,0.0269,13.2767,0.0,0,6
7,5,30,6.9268,1,6.3777,13.2214,1.6035,1,6
7,5,31,8.2845,2,4.96,13.4357,0.8153,2,6
7,5,32,2.8141,1,2.2481,14.077,0.1715,1,6
7,6,1,1.1161,0,1.5455,14.4438,1.1479,1,7
7,6,2,0.5062,2,0.2283,14.4434,0.0,0,7
7,6,3,0.0,0,0.5054,14.4327,0.0,0,7
7,6,4,1.882,1,3.3745,14.3827,0.0,0,7
7,6,5,0.4377,2,0.2149,14.2453,0.0,0,1
7,6,6,0.0,0,0.0174,14.082,0.0,0,1
7,6,7,0.0007,0,0.0557,13.8887,0.0,0,1
7,6,8,0.1089,1,0.0984,13.6628,0.0,0,1
7,6,9,0.1769,1,0.1234,13.4796,0.0,0,5
7,6,10,0.0836,1,0.0511,13.3424,0.0,0,5
7,6,11,0.0488,0,0.025,13.237,0.0,0,5
7,6,12,0.0979,1,0.0484,13.1259,0.0,0,5
7,6,13,2.3761,1,2.35,13.0556,0.5244,1,4
7,6,14,0.4855,1,0.4342,13.0684,0.0,0,4
7,6,15,0.9175,1,0.7878,13.1289,0.1376,1,4
7,6,16,0.0,0,0.0586,13.1918,0.0,0,4
7,6,17,5.2217,2,3.2873,13.305,0.2597,1,7
7,6,18,0.4977,1,0.659,13.8277,0.0,0,7
7,6,19,7.7274,1,5.7968,14.1609,0.0,0,7
7,6,20,0.4604,1,0.2307,14.2704,0.0,0,7
7,6,21,0.2271,2,0.0835,14.2113,0.0,0,2
7,6,22,0.0,0,0.0088,14.0385,0.0,0,2
7,6,23,0.0,0,0.0086,13.7954,0.0,0,2
7,6,24,0.4745,1,0.3899,13.586,0.0286,1,2
7,6,25,0.0,0,0.036,13.4537,0.0,0,6
7,6,26,3.1709,1,3.6229,13.3922,0.8548,1,6
7,6,27,0.5865,1,0.2146,13.4499,0.0,0,6
7,6,28,0.1647,1,0.1596,13.4826,0.0,0,6
7,6,29,0.0,0,0.0023,13.4135,0.0,0,3
7,6,30,0.6604,1,0.8499,13.2853,0.1187,1,3
7,6,31,0.1694,2,0.0775,13.1563,0.0,0,3
7,6,32,0.0,0,0.0106,13.057,0.0,0,3
8,1,1,4.7067,0,6.5858,25.1618,0.0,0,7
8,1,2,0.1876,0,0.1567,25.1228,0.0,0,7
8,1,3,0.0,0,0.0106,24.67,0.0,0,7
8,1,4,1.1735,1,0.4633,23.8691,0.0,0,7
8,1,5,0.7246,0,0.3499,23.2782,0.0,0,2
8,1,6,0.9197,0,1.6048,23.3005,0.6679,1,2
8,1,7,2.8707,1,1.73,23.4528,0.3702,1,2
8,1,8,0.0,1,0.037,23.5691,0.0,0,2
8,1,9,0.1182,1,0.0566,23.1251,0.0,0,4
8,1,10,2.401,2,1.8592,22.9842,0.0,0,4
8,1,11,1.6002,1,1.7729,23.332,2.8282,1,4
8,1,12,0.1399,0,0.8093,24.0955,0.2745,1,4
8,1,13,5.5794,1,4.2503,24.7838,0.7312,1,5
8,1,14,0.9905,1,0.583,25.1443,0.0,0,5
8,1,15,2.4665,1,0.9608,24.901,0.0,0,5
8,1,16,0.3029,0,0.3429,24.7336,0.0,0,5
8,1,17,23.2101,1,15.5813,26.175,0.0,0,7
8,1,18,2.9886,2,2.6488,26.4122,0.0,0,7
8,1,19,7.4424,1,6.0312,26.2011,2.0774,1,7
8,1,20,0.0,0,0.5616,25.7659,0.0,0,7
8,1,21,5.94,1,5.3261,25.6804,2.5278,1,1
8,1,22,0.6975,0,0.5009,25.6163,0.0,0,1
8,1,23,1.768,1,1.4268,25.5273,0.0,0,1
8,1,24,0.0,0,0.9094,25.4537,6.1942,1,1
8,1,25,2.0614,1,0.9991,25.2239,0.0,0,3
8,1,26,1.4799,0,0.6826,24.6771,0.0,0,3
8,1,27,1.1826,1,0.706,24.177,0.0141,1,3
8,1,28,0.1229,0,1.0936,23.9821,0.0,0,3
8,1,29,12.1908,1,8.4019,23.9592,2.5672,1,6
8,1,30,1.7296,0,0.887,24.0488,0.0,0,6
8,1,31,0.1681,0,0.4489,24.0856,0.7064,1,6
8,1,32,0.0,0,0.0,23.8392,0.0,0,6
8,2,1,3.1313,0,3.957,26.4744,1.1894,1,7
8,2,2,2.4595,2,1.2738,26.1874,0.0,0,7
8,2,3,2.5129,1,2.064,25.4924,0.3397,1,7
8,2,4,3.9031,0,7.6705,25.175,0.0,0,7
8,2,5,3.1893,2,1.1298,24.7248,0.0,0,1
8,2,6,1.0957,0,0.5707,24.1934,0.0,0,1
8,2,7,9.9362,1,11.6404,24.1556,4.5425,1,1
8,2,8,13.1493,1,10.936,24.3847,2.8953,1,1
8,2,9,2.5682,0,2.67,24.9139,0.0,0,3
8,2,10,1.7069,0,0.6834,24.6004,0.0,0,3
8,2,11,0.1545,1,0.4545,24.196,0.552,1,3
8,2,12,0.2034,1,0.2903,24.0403,0.0,0,3
8,2,13,0.4585,0,0.2296,23.4671,0.0,0,6
8,2,14,1.3046,0,0.5215,22.5984,0.0,0,6
8,2,15,2.7277,1,1.3583,21.8836,0.0,0,6
8,2,16,0.0,0,0.1796,21.8664,0.0,0,6
8,2,17,1.9048,1,0.8365,23.5551,0.0,0,7
8,2,18,0.4633,1,0.2157,23.9709,0.0,0,7
8,2,19,0.2087,0,0.1669,23.3913,0.0,0,7
8,2,20,13.044,1,10.863,23.3055,0.0,0,7
8,2,21,17.4276,1,13.3196,23.4059,3.9454,1,2
8,2,22,2.7069,0,1.1512,23.7174,0.0,0,2
8,2,23,3.2676,1,2.2127,23.7538,0.5443,1,2
8,2,24,0.7367,1,0.8007,23.6924,0.1449,1,2
8,2,25,1.1556,1,1.1538,23.5387,0.2594,1,4
8,2,26,0.4484,2,0.2187,23.1602,0.0,0,4
8,2,27,0.1728,1,0.0977,22.7454,0.0,0,4
8,2,28,1.9116,1,1.3307,22.5296,0.0,0,4
8,2,29,0.671,1,1.0961,22.4221,0.0,0,5
8,2,30,0.1611,0,0.19,22.2487,0.0,0,5
8,2,31,1.45,2,0.5136,21.4669,0.0,0,5
8,2,32,0.4434,1,0.2194,21.2225,0.0,0,5
8,3,1,0.0,1,0.69,26.1892,0.0,0,7
8,3,2,0.7468,0,1.021,25.2867,0.0439,1,7
8,3,3,5.7134,2,2.9693,23.582,0.4471,1,7
8,3,4,1.9341,1,0.852,23.0756,0.0,0,7
8,3,5,0.0,0,0.0289,22.8945,0.0,0,5
8,3,6,1.8605,1,1.953,22.3856,0.0,0,5
8,3,7,0.9104,0,0.561,22.0579,0.0,0,5
8,3,8,0.0,0,0.0139,21.8261,0.0,0,5
8,3,9,1.6029,1,1.1321,21.3883,0.2921,1,2
8,3,10,0.689,1,0.2362,20.9204,0.0,0,2
8,3,11,0.4397,0,0.1948,20.5383,0.0,0,2
8,3,12,0.8852,0,3.2738,20.3026,8.1727,1,2
8,3,13,6.5517,0,3.4295,21.1637,0.0,0,6
8,3,14,5.9081,1,4.5741,23.5761,1.34,1,6
8,3,15,14.5184,1,9.0482,23.5462,0.0,0,6
8,3,16,1.7619,0,1.071,23.4894,0.0,0,6
8,3,17,1.6043,2,1.4488,24.2479,0.0,0,7
8,3,18,3.2402,1,2.8506,24.2495,0.0,0,7
8,3,19,1.0734,1,0.388,23.4114,0.0,0,7
8,3,20,21.77,2,14.6684,23.6254,0.0,0,7
8,3,21,8.2435,1,10.7339,24.8065,3.5487,1,4
8,3,22,1.1313,1,0.5025,24.6738,0.0,0,4
8,3,23,0.0,0,0.0,24.0099,0.0,0,4
8,3,24,2.7245,1,2.255,23.0254,0.6488,1,4
8,3,25,0.7788,1,0.3009,22.4155,0.0,0,1
8,3,26,1.094,0,0.4043,21.8408,0.0,0,1
8,3,27,1.032,1,0.4485,21.272,0.0,0,1
8,3,28,15.5364,1,10.48,21.4152,0.0,0,1
8,3,29,3.5942,1,2.1641,21.8452,0.2966,1,3
8,3,30,2.5971,1,2.2393,22.2422,0.853,1,3
8,3,31,4.3606,1,5.8305,22.3089,2.2795,1,3
8,3,32,0.8433,0,0.3679,22.3049,0.0,0,3
8,4,1,2.5658,1,1.6735,25.618,0.0199,1,7
8,4,2,0.6209,1,1.5401,24.8007,3.3598,1,7
8,4,3,4.4091,2,1.8586,23.847,0.0319,1,7
8,4,4,1.2175,0,0.6182,23.4779,0.0,0,7
8,4,5,0.1033,0,0.1995,23.1333,0.0,0,1
